current_source,current_target,is_chain,ultimate_target,action
https://www.arahkaii.com/the-10-best-shows-of-new-york-fashion-week-fw26-ranked/,https://www.arahkaii.com/fashion/the-10-best-shows-of-new-york-fashion-week-fw26-ranked/,no,https://www.arahkaii.com/fashion/the-10-best-shows-of-new-york-fashion-week-fw26-ranked/,Keep as-is (already direct)
https://www.arahkaii.com/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,https://www.arahkaii.com/fashion/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,no,https://www.arahkaii.com/fashion/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,Keep as-is (already direct)
https://www.arahkaii.com/jakarta-fashion-week-2025/,https://www.arahkaii.com/fashion/jakarta-fashion-week-2025/,no,https://www.arahkaii.com/fashion/jakarta-fashion-week-2025/,Keep as-is (already direct)
https://www.arahkaii.com/batik-blockchain-indonesia-textile-authenticity-technology/,https://www.arahkaii.com/fashion/batik-blockchain-indonesia-textile-authenticity-technology/,no,https://www.arahkaii.com/fashion/batik-blockchain-indonesia-textile-authenticity-technology/,Keep as-is (already direct)
http://arahkaii.com/wp-content/uploads/2025/11/Nadraprofile5.png,https://arahkaii.com/wp-content/uploads/2025/11/Nadraprofile5.png,no,https://arahkaii.com/wp-content/uploads/2025/11/Nadraprofile5.png,Keep as-is (already direct)
http://arahkaii.com/wp-content/uploads/2025/11/cropped-1756979448093.jpeg,https://arahkaii.com/wp-content/uploads/2025/11/cropped-1756979448093.jpeg,no,https://arahkaii.com/wp-content/uploads/2025/11/cropped-1756979448093.jpeg,Keep as-is (already direct)
https://arahkaii.com/sukkhacitta-regenerative-fashion-indonesia-artisan-economics/,https://arahkaii.com/people/sukkhacitta-regenerative-fashion-indonesia-artisan-economics/,YES,https://www.arahkaii.com/people/sukkhacitta-regenerative-fashion-indonesia-artisan-economics/,Update 301 to point directly to ultimate target
https://arahkaii.com/batik-blockchain-indonesia-textile-authenticity-technology/,https://arahkaii.com/fashion/batik-blockchain-indonesia-textile-authenticity-technology/,YES,https://www.arahkaii.com/fashion/batik-blockchain-indonesia-textile-authenticity-technology/,Update 301 to point directly to ultimate target
https://arahkaii.com/jakarta-fashion-week-2025/,https://arahkaii.com/fashion/jakarta-fashion-week-2025/,YES,https://www.arahkaii.com/fashion/jakarta-fashion-week-2025/,Update 301 to point directly to ultimate target
https://arahkaii.com/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,https://arahkaii.com/fashion/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,YES,https://www.arahkaii.com/fashion/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,Update 301 to point directly to ultimate target
https://arahkaii.com/category/trending/emerging-trends-emerging-brands-lookout-reactions-movements/,https://arahkaii.com/category/trending/,YES,https://www.arahkaii.com/category/trending/,Update 301 to point directly to ultimate target
https://www.arahkaii.com/korean-fashion-brands-2026/,https://www.arahkaii.com/fashion/korean-fashion-brands-2026/,no,https://www.arahkaii.com/fashion/korean-fashion-brands-2026/,Keep as-is (already direct)
https://arahkaii.com/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,https://arahkaii.com/people/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,YES,https://www.arahkaii.com/people/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,Update 301 to point directly to ultimate target
https://www.arahkaii.com/wired-earphones-fashion-trend-comeback-2026/,https://www.arahkaii.com/fashion/wired-earphones-fashion-trend-comeback-2026/,no,https://www.arahkaii.com/fashion/wired-earphones-fashion-trend-comeback-2026/,Keep as-is (already direct)
https://www.arahkaii.com/why-designer-collaborations-keep-failing-hm-gets-wrong/,https://www.arahkaii.com/fashion/why-designer-collaborations-keep-failing-hm-gets-wrong/,no,https://www.arahkaii.com/fashion/why-designer-collaborations-keep-failing-hm-gets-wrong/,Keep as-is (already direct)
https://arahkaii.com/category/beauty/,https://www.arahkaii.com/category/beauty/,no,https://www.arahkaii.com/category/beauty/,Keep as-is (already direct)
https://www.arahkaii.com/the-10-best-shows-of-london-fashion-week-fw26-ranked/,https://www.arahkaii.com/fashion/the-10-best-shows-of-london-fashion-week-fw26-ranked/,no,https://www.arahkaii.com/fashion/the-10-best-shows-of-london-fashion-week-fw26-ranked/,Keep as-is (already direct)
http://arahkaii.com/wp-content/uploads/2026/01/Zara-Chen-Okafor-Senior-Editor.png,https://arahkaii.com/wp-content/uploads/2026/01/Zara-Chen-Okafor-Senior-Editor.png,no,https://arahkaii.com/wp-content/uploads/2026/01/Zara-Chen-Okafor-Senior-Editor.png,Keep as-is (already direct)
https://www.arahkaii.com/why-quiet-luxury-is-fashion-biggest-contradiction/,https://www.arahkaii.com/fashion/why-quiet-luxury-is-fashion-biggest-contradiction/,no,https://www.arahkaii.com/fashion/why-quiet-luxury-is-fashion-biggest-contradiction/,Keep as-is (already direct)
https://arahkaii.com/bts-individual-style-identities-luxury-brand-partnerships/,https://arahkaii.com/fashion/bts-individual-style-identities-luxury-brand-partnerships/,YES,https://www.arahkaii.com/fashion/bts-individual-style-identities-luxury-brand-partnerships/,Update 301 to point directly to ultimate target
https://www.arahkaii.com/k-beauty-broke-the-algorithm/,https://www.arahkaii.com/beauty/k-beauty-broke-the-algorithm/,no,https://www.arahkaii.com/beauty/k-beauty-broke-the-algorithm/,Keep as-is (already direct)
https://arahkaii.com/k-beauty-broke-the-algorithm/,https://arahkaii.com/beauty/k-beauty-broke-the-algorithm/,YES,https://www.arahkaii.com/beauty/k-beauty-broke-the-algorithm/,Update 301 to point directly to ultimate target
https://arahkaii.com/why-designer-collaborations-keep-failing-hm-gets-wrong/,https://arahkaii.com/fashion/why-designer-collaborations-keep-failing-hm-gets-wrong/,YES,https://www.arahkaii.com/fashion/why-designer-collaborations-keep-failing-hm-gets-wrong/,Update 301 to point directly to ultimate target
https://www.arahkaii.com/c-beauty-vs-k-beauty-2026/,https://www.arahkaii.com/beauty/c-beauty-vs-k-beauty-2026/,no,https://www.arahkaii.com/beauty/c-beauty-vs-k-beauty-2026/,Keep as-is (already direct)
https://arahkaii.com/c-beauty-vs-k-beauty-2026/,https://arahkaii.com/beauty/c-beauty-vs-k-beauty-2026/,YES,https://www.arahkaii.com/beauty/c-beauty-vs-k-beauty-2026/,Update 301 to point directly to ultimate target
https://arahkaii.com/the-complete-guide-to-quiet-luxury/,https://arahkaii.com/fashion/the-complete-guide-to-quiet-luxury/,YES,https://www.arahkaii.com/fashion/the-complete-guide-to-quiet-luxury/,Update 301 to point directly to ultimate target
https://arahkaii.com/from-foundation-to-house/,https://www.arahkaii.com/from-foundation-to-house/,no,https://www.arahkaii.com/from-foundation-to-house/,Keep as-is (already direct)
https://arahkaii.com/asian-billionaire-philanthropy-quiet-revolution/,https://arahkaii.com/culture/asian-billionaire-philanthropy-quiet-revolution/,YES,https://www.arahkaii.com/culture/asian-billionaire-philanthropy-quiet-revolution/,Update 301 to point directly to ultimate target
https://arahkaii.com/fashion/jakarta-fashion-week-2025/,https://www.arahkaii.com/fashion/jakarta-fashion-week-2025/,no,https://www.arahkaii.com/fashion/jakarta-fashion-week-2025/,Keep as-is (already direct)
https://arahkaii.com/people/sukkhacitta-regenerative-fashion-indonesia-artisan-economics/,https://www.arahkaii.com/people/sukkhacitta-regenerative-fashion-indonesia-artisan-economics/,no,https://www.arahkaii.com/people/sukkhacitta-regenerative-fashion-indonesia-artisan-economics/,Keep as-is (already direct)
https://arahkaii.com/people/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,https://www.arahkaii.com/people/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,no,https://www.arahkaii.com/people/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,Keep as-is (already direct)
https://arahkaii.com/fashion/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,https://www.arahkaii.com/fashion/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,no,https://www.arahkaii.com/fashion/modest-fashion-streetwear-southeast-asia-muslim-fashion-2025/,Keep as-is (already direct)
https://arahkaii.com/fashion/batik-blockchain-indonesia-textile-authenticity-technology/,https://www.arahkaii.com/fashion/batik-blockchain-indonesia-textile-authenticity-technology/,no,https://www.arahkaii.com/fashion/batik-blockchain-indonesia-textile-authenticity-technology/,Keep as-is (already direct)
http://www.arahkaii.com/,https://www.arahkaii.com/,no,https://www.arahkaii.com/,Keep as-is (already direct)
https://arahkaii.com/category/fashion/,https://www.arahkaii.com/category/fashion/,no,https://www.arahkaii.com/category/fashion/,Keep as-is (already direct)
https://www.arahkaii.com/kering-reports-revenue-decline-gucci-struggles/,https://www.arahkaii.com/fashion/kering-reports-revenue-decline-gucci-struggles/,no,https://www.arahkaii.com/fashion/kering-reports-revenue-decline-gucci-struggles/,Keep as-is (already direct)
https://arahkaii.com/living/the-conscious-luxury-manifesto-sustainable-living/,https://www.arahkaii.com/living/the-conscious-luxury-manifesto-sustainable-living/,no,https://www.arahkaii.com/living/the-conscious-luxury-manifesto-sustainable-living/,Keep as-is (already direct)
https://www.arahkaii.com/energy-efficient-home-cooling-tropical-southeast-asia/,https://www.arahkaii.com/living/energy-efficient-home-cooling-tropical-southeast-asia/,no,https://www.arahkaii.com/living/energy-efficient-home-cooling-tropical-southeast-asia/,Keep as-is (already direct)
https://arahkaii.com/category/the-journal/,https://www.arahkaii.com/category/the-journal/,no,https://www.arahkaii.com/category/the-journal/,Keep as-is (already direct)
https://arahkaii.com/category/trending/whats-viral-talk-of-town-pin-points-perspectives/,https://arahkaii.com/category/trending/,YES,https://www.arahkaii.com/category/trending/,Update 301 to point directly to ultimate target
https://www.arahkaii.com/quiet-luxury-brands-worn-by-wealthy-insiders/,https://www.arahkaii.com/fashion/quiet-luxury-brands-worn-by-wealthy-insiders/,no,https://www.arahkaii.com/fashion/quiet-luxury-brands-worn-by-wealthy-insiders/,Keep as-is (already direct)
https://www.arahkaii.com/the-conscious-luxury-manifesto-sustainable-living/,https://www.arahkaii.com/living/the-conscious-luxury-manifesto-sustainable-living/,no,https://www.arahkaii.com/living/the-conscious-luxury-manifesto-sustainable-living/,Keep as-is (already direct)
https://www.arahkaii.com/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,https://www.arahkaii.com/travel/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,no,https://www.arahkaii.com/travel/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,Keep as-is (already direct)
https://www.arahkaii.com/seasonal-makeup-transition-summer-autumn-colors/,https://www.arahkaii.com/beauty/seasonal-makeup-transition-summer-autumn-colors/,no,https://www.arahkaii.com/beauty/seasonal-makeup-transition-summer-autumn-colors/,Keep as-is (already direct)
https://arahkaii.com/category/beauty-accessories-accessories-edit-staple-wardrobe/makeup-fragrance-cosmetics-beauty-tools-beauty-ritual/,https://arahkaii.com/category/beauty/,YES,https://www.arahkaii.com/category/beauty/,Update 301 to point directly to ultimate target
https://www.arahkaii.com/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,https://www.arahkaii.com/people/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,no,https://www.arahkaii.com/people/from-followers-to-founders-3-content-creators-building-empires-beyond-the-algorithm/,Keep as-is (already direct)
https://www.arahkaii.com/dopamine-dressing-science-mood-fashion/,https://www.arahkaii.com/fashion/dopamine-dressing-science-mood-fashion/,no,https://www.arahkaii.com/fashion/dopamine-dressing-science-mood-fashion/,Keep as-is (already direct)
https://arahkaii.com/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,https://arahkaii.com/travel/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,YES,https://www.arahkaii.com/travel/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,Update 301 to point directly to ultimate target
https://arahkaii.com/humidity-resistant-makeup-science-tropical-climate/,https://arahkaii.com/beauty/humidity-resistant-makeup-science-tropical-climate/,YES,https://www.arahkaii.com/beauty/humidity-resistant-makeup-science-tropical-climate/,Update 301 to point directly to ultimate target
https://arahkaii.com/culture/asian-billionaire-philanthropy-quiet-revolution/,https://www.arahkaii.com/culture/asian-billionaire-philanthropy-quiet-revolution/,no,https://www.arahkaii.com/culture/asian-billionaire-philanthropy-quiet-revolution/,Keep as-is (already direct)
https://arahkaii.com/fashion/the-complete-guide-to-quiet-luxury/,https://www.arahkaii.com/fashion/the-complete-guide-to-quiet-luxury/,no,https://www.arahkaii.com/fashion/the-complete-guide-to-quiet-luxury/,Keep as-is (already direct)
https://arahkaii.com/beauty/c-beauty-vs-k-beauty-2026/,https://www.arahkaii.com/beauty/c-beauty-vs-k-beauty-2026/,no,https://www.arahkaii.com/beauty/c-beauty-vs-k-beauty-2026/,Keep as-is (already direct)
https://arahkaii.com/fashion/why-designer-collaborations-keep-failing-hm-gets-wrong/,https://www.arahkaii.com/fashion/why-designer-collaborations-keep-failing-hm-gets-wrong/,no,https://www.arahkaii.com/fashion/why-designer-collaborations-keep-failing-hm-gets-wrong/,Keep as-is (already direct)
https://arahkaii.com/beauty/k-beauty-broke-the-algorithm/,https://www.arahkaii.com/beauty/k-beauty-broke-the-algorithm/,no,https://www.arahkaii.com/beauty/k-beauty-broke-the-algorithm/,Keep as-is (already direct)
https://arahkaii.com/fashion/bts-individual-style-identities-luxury-brand-partnerships/,https://www.arahkaii.com/fashion/bts-individual-style-identities-luxury-brand-partnerships/,no,https://www.arahkaii.com/fashion/bts-individual-style-identities-luxury-brand-partnerships/,Keep as-is (already direct)
https://arahkaii.com/travel/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,https://www.arahkaii.com/travel/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,no,https://www.arahkaii.com/travel/southeast-asian-cities-digital-nomad-luxury-lifestyle-2/,Keep as-is (already direct)
https://arahkaii.com/beauty/humidity-resistant-makeup-science-tropical-climate/,https://www.arahkaii.com/beauty/humidity-resistant-makeup-science-tropical-climate/,no,https://www.arahkaii.com/beauty/humidity-resistant-makeup-science-tropical-climate/,Keep as-is (already direct)
